"ID","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p50"
83,107.79,110.63,111.39,114.75,115.11,117.09,117.4,121.29,124.1,126.54,129.52,129.14,133.21,133.63,134.45,137.28,140.42,143.62,146.75,148.09,143.66,138.79,141.59,140.33,140.67,144.53,149.3,151.49,154.43,150.92,150.91,148.59,148.68,151.58,155.19,158.79,163.16,167.39,168.5,168.31,154.03
84,106.77,110.03,108.56,104.44,99.81,99.92,98.07,96.93,96.58,94.31,92.04,89.43,86.51,83.19,78.72,77.12,77.24,79.85,83.02,85.17,88.89,92.09,92.53,91.85,91.43,89.4,85.04,80.73,78.79,77.48,73.87,68.77,65.63,64.14,64.03,63.91,64.02,63.75,65.13,69.68,55.96
85,91.5,88.88,84.51,80.89,78.26,76.66,75.06,77.27,80.28,84.11,85.44,87.78,89.77,89.09,89.97,91.28,93.1,92.5,92.39,90.79,92.48,94.23,97.4,99.14,100.2,99.65,99.45,92.61,94.39,98.36,101.59,103.77,106.09,106.88,110.48,112.57,117.08,122.12,123.81,127.31,134.61
86,107.91,105.95,111.48,109.1,105.56,102.01,102.14,105.38,103.46,102.8,94.93,98.13,100.29,102.77,103.98,104.22,105.21,106.52,109.74,113.21,113.5,115.58,114.38,114.34,113,110.29,109.7,107.46,106.07,105.54,110.95,112.14,114.6,114.54,110.44,115.22,119.05,121.82,122.62,122.94,123.71
87,109.48,109.23,114.84,111.93,111.64,112.83,121.93,119.06,114.97,113.01,110.55,107.48,104.09,103.87,103.87,100.53,97.71,95.23,93.23,90.83,87.88,83,81.3,76.71,69.85,70.05,73.89,75.55,78.85,80.07,76.82,78.43,81.26,82.83,81.65,83.19,86.88,88.77,95.06,93.06,100.27
88,105.36,102.54,100.14,99.51,97.15,93.12,91.16,92.34,96.78,98.56,101.72,102.71,107.73,106.7,107.32,107.25,107.56,112.66,109.48,107.29,106.28,105.89,109.05,113.21,115.44,116.72,116.1,110.73,114.09,118.02,120.06,121.88,125.38,129.73,134.54,139.58,136.24,129.17,132.33,134.39,140.28
89,107.49,109.05,110.89,110.26,108.68,109.75,108.78,109.4,107.94,109.55,109.45,110.94,121.63,120.41,118.13,113.03,109.48,106.1,103.91,100.29,100.36,102.22,104.41,108.07,110.22,114.59,119.36,129.14,128.05,126.28,122.69,118.91,119.92,118.46,118.64,117.33,117.4,117.8,115.08,111.16,117.94
90,94.13,91.19,89.8,86.56,82.03,81.94,79.27,74.88,71.34,68.57,68.72,73.48,75.67,76.03,79.96,81.84,80.64,82.55,80.71,80.09,80.36,83.69,84.85,88.86,91.6,94.67,92.26,87.39,88.46,87.86,89.54,92.53,93.75,93.45,92.96,100.28,97.13,94.74,92.76,89.62,82.88
91,97.77,101.11,104.46,107.32,109.9,111.77,111.88,109.14,105.77,103.22,98.67,103.16,104.48,105.54,108.1,108.21,111.86,113.82,117.38,118.8,122.55,124.35,126.64,126.29,127.07,124.09,122.26,123.68,131.11,130.24,128.07,126.94,117.97,120.99,123.71,127.26,128.17,127.26,129.1,129.14,138.23
92,91.95,89.98,86.26,84.63,81.34,81.31,83.64,84.77,87.34,87.64,87.29,87.86,84.09,82.36,78.58,74.28,71.06,71.11,68.37,69.67,69.21,71.85,74.11,74.88,72.2,71.52,69.18,69.73,69.02,68.96,68.47,67.46,70.1,72.7,72.2,73.54,76.55,76.5,78,82.02,73.71
93,108.32,112.35,112.5,114.57,115.98,117.54,119.91,121.07,119.57,116.78,112.06,106.3,104.42,102.83,106.5,108.9,113.35,116.28,120.14,121.48,124.25,125.37,132.02,128.06,124.12,119.89,115.39,112.39,109.41,107.79,103.31,96.14,100.9,104.41,106.03,108.1,110.97,116.81,118.2,122.54,112.08
94,99.96,103.52,110.18,106.34,103.37,99.16,96.49,92.57,90.16,87.04,83.74,80.7,76.9,75.49,72.99,65.18,67.14,69.29,72.56,74.43,74.71,77.02,75.75,79.23,83.68,86.3,86.46,84.65,84.39,82,80.69,77,76.05,76.15,78.84,86.01,83.07,81.38,78.43,76.09,63.61
95,92.12,84.44,82.52,78.4,75.16,71.42,67.78,65.31,63.18,63.75,69.07,70.12,73.07,77.17,81.32,84.21,84.92,81.59,78.84,78.86,75.85,72.31,72.83,72.19,70.3,68.2,66.07,65.44,60.45,62.29,64.71,67.72,69.56,73.33,73.73,73.7,73.51,73.53,74.4,73.86,67.33
96,88.47,85.52,83.26,82.13,88.27,84.98,83.06,79.94,77.74,74.93,75.09,64.99,68.43,68.48,71.2,76.69,79.88,82.46,85.79,89.42,96.27,100.4,97.44,98.44,99.05,100.64,95.94,91.47,89.54,89.01,86.24,84.31,80.94,78.26,79.85,81.83,84.56,90.29,94.88,95.79,80.86
97,93.84,94.91,91.86,91.44,92.81,95.43,98.95,103.76,106.45,106.42,102.2,93.69,96.27,96.75,97.88,97.62,94.54,91.91,89.38,87.32,85.35,85.27,82.56,81.04,81.86,86.36,87.19,88.19,87.59,87.93,89.37,86.3,85,84.35,86.1,89.6,92.3,93.06,93.84,91.34,78.74
98,102.93,104.2,107.25,110.2,113.63,117.72,120.1,125.76,128.68,131.28,129.99,130.07,129.31,129.46,132.03,133.67,135.96,143.61,140.56,137.67,134.7,135.58,138.48,142.15,141.97,142.21,142.45,140.65,136.65,133.31,134.09,134.54,135.15,131.6,126.65,129.81,132.15,133.78,134.55,130.75,115.06
99,103.89,106.5,104.9,104.73,100.33,96.44,93.01,91.95,92.97,93.68,94.11,96.06,93.69,90.72,86.01,83.65,82.08,82.67,80.46,77.38,75.64,72.72,69.94,67.49,62.83,58.77,55.53,49.85,42.63,46.07,48.77,48.07,47.25,43.92,40.98,38.81,39.65,39.48,38.87,36.14,50.5
100,102.48,107.68,107.99,108.43,112.29,115.01,114.24,109.32,105.8,102.89,101.58,101.61,98.06,95.43,95.66,95.3,97.03,97.37,102.77,106.49,103.41,99.66,97.76,95.32,90.01,89.29,81.81,77.77,81.71,85.06,86.49,84.5,86.34,81.83,78.93,74.52,71.69,68.53,66.44,63.71,45.61
101,89.74,88.41,89.77,91.82,94.04,96.49,101.72,104.16,108.54,112.43,114.02,114.89,113.97,116.32,121.18,123.79,128.34,124.6,122.17,120.1,117.64,114.08,112.15,109.16,108.96,106,102.71,100.47,102.81,104.51,108.23,110.68,115.1,115.81,117.97,122.52,123.48,125.53,124.64,125.87,118.58
102,94.38,90.63,85.52,86.36,82.41,77.64,76.19,72.52,68.52,67.58,69.23,73.37,77.76,81.6,83.55,83.78,83.84,82.43,74.01,76.02,77.82,79.29,78.84,78.45,79.2,81.54,80.93,85.01,87.87,92.86,94.18,95.75,97.65,101.25,107.24,104.36,100.33,97.46,96.78,94.22,73.17
103,88.76,87.56,86.83,85.15,89.92,91.5,92.9,90.41,90.76,91.66,93.86,92.85,84.83,87.31,91.11,88.98,87.84,83.75,80.18,77.53,74.55,70.97,65.48,61.94,62.01,58.59,54.49,50.72,47.64,45.12,40.46,37.76,38.55,35.71,38.17,39.39,38.65,36.29,36.35,36.43,29.08
104,111.93,113.86,117.27,118.93,120.07,122.09,122.48,121.71,122.78,118.85,115.96,116.92,118.75,123.04,127.28,122.84,119.2,116.95,114.15,111.11,108.45,105.77,101.93,102.35,108.25,104.54,106.62,113.24,108.93,106.26,101.87,98.95,97.97,100.95,104.23,106.5,110.63,114.76,114.79,115.08,95.72
105,102.05,103.66,107.84,108.5,117.07,115.2,111.49,110.87,112.08,110.29,106.84,107.44,99.79,101.71,104.61,106.12,106.34,105.9,106.26,106.35,108.1,105.7,105.76,105.73,106.71,106.84,106.77,107.24,106.68,110.18,111.54,110.29,112.89,114.81,117.21,121.3,121.95,120.74,119.12,114.76,99.04
106,95.2,96.69,92,88.46,87.64,86.16,80.14,76.46,78.53,82.16,86.12,88.4,90.68,90.93,90.06,92.59,91.99,91,91,93.88,96.82,100.06,101.96,103.41,110.78,114.66,117.1,115.83,123.09,128.75,125.51,124.35,122.73,121.44,119.85,119.07,119.5,119.55,119.65,120.86,130.47
107,96.37,97.71,93.71,93.64,93.82,95.67,99.02,100.51,96.65,94.32,89.39,86.72,86.85,86.8,88.82,92.61,91.37,84.64,78.88,76.21,72.87,65.76,67.79,68.86,70.25,68.54,71.59,76.35,80.66,84.6,84.67,87.07,87.03,83.16,79.36,76.95,72.97,66.2,69.33,72.38,65.2
108,90.75,89.56,86.85,81.95,81.35,81.74,83.55,87.44,91.23,96.12,98.99,100.36,103.29,105.7,109,112.89,114.34,115.25,110.18,108.55,110.77,110.65,112.63,115.78,117.65,119.56,122.28,125.55,128.31,132.24,131.32,130.74,133.78,136.98,139.78,139.07,136.55,134.72,130.55,128.26,105.65
109,107.25,104.11,100.62,102.5,98.29,98.57,95.84,92.86,91.87,88.83,86.95,80.93,83.33,83.82,82.55,83.27,84.05,84.68,84.75,86.5,89.12,91.63,92.71,92.21,87.06,86.34,83.87,80.49,78.98,70.73,73.51,72.42,73.52,75.94,79.64,81.69,86.64,83.35,79.34,75.49,51.68
110,97.45,101.62,104.36,108.3,107.1,102.84,100.64,98.79,95.83,94.42,91.14,87.4,83.01,82.22,78.02,76.85,74.98,71.26,71.89,74.05,75.02,77.12,76.23,78.56,80.69,84.9,84.43,78.59,81.56,83.79,84.39,85.59,87.12,85.27,85.41,86.27,83.4,80.44,77.98,75.37,66.75
111,98.42,99.83,103.31,107.18,110.08,115.04,115.91,117.43,116.2,113.5,113.15,106.05,103.66,101.37,99.2,102.39,102.94,104.09,104.85,102.44,97.3,93.83,90.2,90.85,98.01,94.32,92.02,93.49,92.72,90.54,87.47,87.05,87.02,85.56,82.72,78.38,80.28,79.84,80.94,81.2,111.39
112,101.04,100.41,98.23,93.99,93.17,93.97,90.03,90.51,91.78,92.86,96.28,96.93,93.61,87.55,86.82,84.88,82.52,77.7,74.66,70.9,67.7,64.01,67.67,69.7,69.28,71.36,75.59,78.57,81.3,84.87,87.03,87.45,88.32,89.22,89.22,86.34,81.63,83.51,84.98,85.2,82.16
113,100.43,100.97,99.43,99.35,101.02,101.9,102.28,100.21,100.49,99.14,99.08,92.15,90.1,93.3,96.48,101.87,103.68,102.09,110.47,115.8,124.69,121.17,119.94,116.93,114.03,111.15,108.66,107.22,109.08,112.57,112.25,111.94,113.42,117.75,120.16,117.13,114.88,113.17,110.44,111.74,116.18
114,91.04,93.59,91.05,91.25,89.49,90.94,89.92,86.06,81.71,77.24,72.4,75.74,78.53,80.89,83.55,83.14,82.14,81.28,83.28,85.12,84,83.58,84.91,85.32,86.06,89.35,89.82,83.61,84.46,86.32,91.36,88.73,90.27,78.81,77.39,77.45,79.47,82.59,83.38,80.17,70.85
115,91.48,89.26,92.75,96.84,95.5,98.7,96.26,95.04,98.17,101.22,103.62,108.4,104.48,104.12,104.13,110.52,106.18,102.58,98.95,100.12,96.72,94.22,91.97,88.17,87.47,87.24,88.15,89.49,92.35,94.61,94.05,94.94,95.96,94.26,90.73,87.43,85.87,82.69,81.19,83.69,96.1
116,110.82,112.11,113.5,115.7,118.7,119.63,120.99,122.9,121.89,122.68,122.77,126.22,130.58,132.92,134.19,133.91,132.26,129.7,127.65,125.69,125.73,128.36,130.43,132.58,134.97,135.5,142.39,139.94,138.65,136.87,134.28,132.27,129.96,129.21,130.39,131,129.27,125,122.55,119.19,151.44
117,88.66,88.57,85.03,83.86,80.81,77.97,73.41,71.2,68.47,65.52,60.8,58.5,59.39,60.21,56.72,57.29,56.85,59.88,62.69,63.19,61.47,59.24,58.84,58.91,62.2,63.34,62.14,61.83,62.27,65.16,67.53,69.87,74.12,74.29,76.33,80.24,86.33,83.12,80.7,72.5,100.43
118,113.04,114.75,118.86,123.06,125.58,128.44,133.89,132.41,124.65,127.12,129.55,132.48,134.05,138.09,141.22,143.12,145.4,148.15,148.49,149.01,153.41,155.56,157.34,158,158.56,157.27,156.47,155.03,153.11,149.56,150.5,148.87,145.01,144,144.34,145.2,145.56,140.24,143.78,147,139.52
119,90.46,93.05,95.75,96.75,101.29,102.37,98.97,97.38,96.78,91.82,88.95,86.32,83.09,81.29,81.35,82.93,79.08,76.36,72.91,69.4,65.84,63.49,60.65,56.99,55.22,55.7,55.07,55.3,55.96,54.26,54.18,54.32,54.97,54.4,56.39,59.09,58.95,61.79,59.94,59.83,54.54
120,106.47,109.32,113.01,112.05,108.24,103.76,100.36,100.16,100.01,100.01,92.67,96.38,101.13,104.4,106.52,113.38,110.23,107.5,104.58,105.07,105.71,105.78,104.81,108.23,110.92,110.45,111.01,111.85,111.02,110.64,114.05,114.49,118.92,121.46,122.04,123.46,117.9,117.82,121.6,122.36,102.4
121,94.04,94.58,97.9,100.61,100.16,103.78,106.79,109.43,115.29,113.59,111.68,109.2,107.16,104.85,104.3,100,100.16,96.56,93.3,89.46,84.72,82.58,82.14,79.83,76.92,76.61,78.53,79.52,82.25,84.86,87.13,89.61,90.92,91.1,89.82,94.81,100.88,102.28,106.49,110.36,140.75
122,93.21,94.57,97.3,97.3,97.03,99.66,102.6,106.16,108.11,108.27,109.34,109.09,109.74,109.66,105.93,102.06,102.18,97.66,94.97,90.54,86.68,87.14,87.29,86.44,87.38,89.85,86.27,82.82,79.28,79.24,80.54,80.39,84.21,83.82,85.83,86.37,83.45,79.84,76.44,73.29,43.75
123,91.44,91.34,91.85,93.52,89.74,86.92,86.87,89.58,91.87,95.12,93.45,96.36,99.25,98.52,100.2,96.94,92.88,93.02,92.21,93.79,95.12,95.75,91.64,92.43,90.62,89.11,91.45,92.88,91.38,94.87,91.39,89.96,87.77,83.5,86.19,88.42,90.15,90.37,91.4,92.56,95.95
124,98.85,95.84,91.89,91.53,87.81,84.84,84.79,76.79,75.01,70.96,68.12,68.68,72.78,76.08,79.58,80.14,76.57,73.23,70.29,70.33,72.69,75.73,79.14,79.19,79.83,80.09,82.39,81.97,81.3,82.03,81.95,84.96,89.09,93.1,95.35,97.6,98.36,98.41,96.96,91.97,92.22
125,89.91,90.29,86.3,84.63,91.24,88.47,85.35,81.7,80.13,77.45,75.17,75.2,72.06,72.7,68.7,65.6,62.92,62.26,59.62,56.52,55.66,56.81,59.44,62.2,66.16,70.34,73.44,73.74,72.38,72.97,68.86,72.32,75.86,73.18,74.19,73.57,75.96,74.6,74.12,70.01,89.55
126,93.02,89.31,87.13,84.32,81.14,79.37,77.3,79.84,76.79,75.8,74.21,70.73,66.44,62.94,60.28,55.72,55.16,53.91,51.01,48.61,45.45,42.52,34.56,30.89,31.93,33.6,34.81,34.08,30.5,27.52,23.16,23.3,19.03,15.87,12.54,9.32,4.88,3.79,1.79,0.41,6.22
127,97.49,96.31,98.01,101.89,102.35,103.98,103.83,99.77,99.68,101.23,103.49,104.93,107.63,109.58,109.85,106.81,103.59,103.95,103.29,104,105.94,104.37,102.12,98.12,93.98,89.24,84.47,80.89,76.14,77.52,78.02,80.74,78.31,76.89,72.38,71.73,73.54,74.14,77.32,79.74,103.49
128,96.6,93.43,89.8,91.12,93.3,95.88,95.75,96.52,94.78,92.45,89.22,87.64,84.32,80.74,77.39,74.41,70.65,73.42,76.27,77.83,75.91,73.71,70.33,66.09,67.52,72.63,80.02,77.78,75.88,72.62,70.29,68.47,65.29,66.4,60.33,65.15,66.51,66.29,63.26,60.17,83.21
129,99.63,101.96,105.14,103.75,111.03,115.18,112.72,113.61,114.17,110.82,106.41,102.94,100.25,97.49,93.95,94.42,93.9,94.05,90.29,87.63,83.24,78.9,80.24,80.4,82.24,86.35,86.89,89.67,92.59,94.3,96.64,95.37,102.32,103.18,101.3,98.05,94.39,90.6,87.24,84.82,60.57
130,94.07,96.61,98.96,98.57,101.25,102.96,106.54,105.53,101.76,101.3,102.09,101.39,98.4,97.42,95.01,91.77,89.46,87.81,86.31,88.19,94.89,93.18,90.58,86.92,85.02,85.32,83.12,85.98,87.32,90.09,90.59,91.86,88.86,88.57,89.01,89.77,86.9,83.27,82.42,80.88,90.6
131,104.11,100.59,99.14,99.16,97.05,98.28,98.86,99.6,93.49,96.63,97.19,100.57,102.56,106.37,109.82,110.24,112.43,114.82,118.95,120.86,123.66,123.71,123.26,120.66,118.07,114.94,113.3,111.6,107.5,108.85,110.66,114.11,115.46,119.89,121.79,123.98,129.5,134.55,138.81,143.95,153.31
132,99.73,104.04,107.04,105.93,106.28,106.32,108.17,110.31,112.29,114.72,118.3,121.15,120.04,115.32,116.54,117.14,116.43,119.06,117.85,115.65,114.59,111.13,112.87,110.87,112.27,108.76,100.67,104.92,105.77,109.5,113.72,115.23,115.67,117.68,121.11,121.12,120.61,116.83,112.06,108.08,114.33
133,95.79,92.7,89.86,91.74,89.53,87.15,84.73,81.67,79.47,77.14,76.67,77.09,78.18,77.91,75.85,76.49,74.03,71.63,69.16,62.22,67.29,71.74,71.37,72.56,76.56,82.04,78.09,75.04,74.67,72.87,71.84,69.38,64.38,63.72,62.1,59.03,57.1,55.71,52.32,46.87,55.62
134,90.3,92.14,92.36,95.78,95.38,93.98,89.12,86.75,84.3,84.87,81,79.36,78.74,79.28,81.7,83.49,85.86,88.87,91.29,95.06,100.3,98.46,95.7,92.64,87.11,89.21,92.83,93.57,93.82,94.07,92.08,92.66,94.2,93.99,93.81,96.94,99.13,99.93,103.1,105.45,89.62
135,99.93,97.06,94.13,90.49,87.9,88.15,85.57,81.27,79.54,75.9,71.87,70.24,68.96,68.24,63.69,65.22,67.96,68.75,71.94,74.4,75.46,76.89,82.08,77.24,75.72,76.16,78.01,79.2,81.98,81.65,82.33,80.62,83.15,85,87.7,95.28,93.07,89.82,87.15,83.25,55.8
136,111.05,113.47,109.51,106.37,105.25,102.88,99.68,97.74,95.76,91.91,91.67,93.09,92.85,95.28,98.61,98.16,101.75,102.94,104.19,104.73,108.86,108.97,109.88,117.97,115.05,114.08,114.26,117.14,120.16,127.08,125.6,123.08,122.69,123.51,126.86,128.53,126.97,121.71,122.29,122.31,106.93
137,99.58,98.25,94.5,91.88,88.99,90.78,92.91,94.88,99.44,100.01,91.7,93.84,95.62,103.36,100.42,97.4,94.27,89.78,87.43,86.85,85.94,83.48,80.6,78.17,72.64,74.44,76.45,77,81.27,85.77,89.4,92.28,95.66,94.53,94.31,93.1,89.8,87.58,85.3,85.53,88.14
138,95.09,95.43,93.47,91.52,90.53,88.37,85.77,80.41,76.12,75.95,75.84,77.52,81.42,82.38,80.71,76.54,73.75,71,71.14,65.18,64.11,66.65,70.83,66.99,66.17,63.34,60.84,55.89,58.71,60.5,60.38,60.85,56.21,47.9,45.31,41.79,38.98,37.19,37.02,34.71,31.43
139,99.75,101.65,104.54,106.99,110.15,110.55,113.41,115.98,119.58,119.64,117.73,119.21,114.48,110.35,112.89,113.98,117.4,119.84,122.83,122.7,125.97,129.53,129.37,127.67,124.89,123.62,119.94,116.32,113.26,109.2,106.96,101.66,96.84,94.32,91.9,92.88,90.03,89.82,89.25,88.17,88.59
140,92.64,90.99,91.54,95.92,95.59,93.35,89.84,86.96,83.18,83.48,75.45,68.98,71.44,72.97,75.39,76.86,77.34,77.18,78.69,83.24,81.43,78.53,74.71,74.38,75.14,76.72,77.56,81.53,82.88,85.89,88.66,90.3,90.48,91.59,89.5,82.22,81.98,82.01,83.09,79.94,66.57
141,107.43,106.55,103.64,101.05,99.53,100.63,99.03,98.05,99.55,99.11,99.63,101.62,102.5,106.56,108.51,111.9,115.67,118.32,118.83,116.52,113.42,115.85,123.93,127.63,128.98,126.13,124.22,120.55,118.09,119.04,121.45,122,125.54,125.41,126.73,127.7,128.52,132.48,138.33,141.88,153.73
142,95.54,93.46,90.6,84.28,80.97,71.36,74.19,75.94,78.86,81.31,85.26,82.54,79.7,79.04,74.78,72.77,73.88,72.56,75.15,75.94,77.29,77.88,79.39,77.18,78.74,77.7,74.47,75.69,76.84,78.64,79.53,80.6,82.38,82.77,87.94,84.47,79.94,80.25,78.87,75.03,70.48
143,99.09,105.86,103.42,100.51,100.61,97.59,93.05,91.95,91.19,89.27,86.84,83.44,85.31,85.09,87.2,89.73,90.64,92.35,90.46,89.98,89.49,86.48,87.39,89.24,92.94,96.37,95.53,95.8,98.96,100.45,104.19,101.17,100.89,99.27,97.89,95.62,92.51,88.81,90.16,90.15,97.57
144,87.12,87,85.12,81.51,80.18,79.97,79.17,77.96,78.04,79.74,81.17,80.93,83.41,88.94,89.46,88.86,88.65,92.1,95.39,98.7,105.95,102.35,100.27,97.67,95.37,94.01,96.34,100.95,101.08,101.1,100.68,102.21,98.91,96.98,89.37,92.89,92.61,92.4,93.47,93.85,98.57
145,104.17,103.82,103.67,106.63,111.91,109.24,106.88,103.7,102.62,101.85,101.62,106.29,103.87,105.43,106.73,104.35,100.54,97.72,94.76,92.85,82.66,86.07,88.55,87.62,83.13,79.88,70.79,74.21,79.87,77.8,75.66,73.65,69.74,70.17,70.77,71.75,75.8,72.67,68.66,66.62,59.6
146,108.96,109.72,114.01,115.97,117.94,120.59,121.34,124.76,126.63,129.05,133.28,135.72,138.69,145.38,141.56,142.04,146.71,141.44,140.03,138.23,139.11,142.01,145.41,146.09,144.3,137.5,140.24,148.58,151.95,155.36,156.47,159.39,160.18,160.4,163.79,163.14,163.54,161.45,158.49,153.33,126.92
147,105.68,103.24,100.71,92.42,92.7,93.33,93.08,94.28,93.57,93.05,92.68,96.48,95.31,95.83,96.78,98.84,101.39,104.67,105.12,103.63,102.93,108.06,105.75,103.07,102.63,103.96,103.19,100.87,99.48,96.23,93.98,93.85,94.71,95.3,97.28,99.6,101.81,103.23,105.91,108.67,123.62
148,108.36,109.12,109.42,108.16,106.75,103.74,100.06,100.28,100.98,101.61,97.83,96.81,93.66,89.68,87.09,84.45,85.16,85.97,82.26,77.17,74.62,73.85,74.57,77.87,80.53,82.75,81.52,76.6,74.6,70.72,67.45,64.25,61.77,60.32,57.33,54.43,54.18,50.34,47.6,43.67,26.19
149,109.47,110.05,118.11,116.24,114.94,114.75,111.21,107.34,108.53,106.65,106.09,108.93,109.83,112.58,114.56,117.62,120.32,121.06,120.93,122.12,123.63,126.65,126.64,127.12,125.1,121.59,118.29,114.8,111.51,108.97,108.72,107.05,107.72,108.99,108.79,108.85,109.96,110.52,106.04,106.44,104.55
150,101.09,97.99,93.69,92.09,92.99,94.81,98.64,101.87,107.97,106.06,103.22,103.24,104.04,107.18,109.65,113.03,117.04,120.04,121.44,119.7,116.93,114.43,107.76,111.79,114.35,113.42,112.96,106.1,103.63,99.96,96.82,98.52,99.87,99.52,101.28,93.17,87.97,90.83,94.42,97.05,81.51
151,106.24,103.5,98.89,95.24,94.68,93.66,96.07,99.17,101.63,110.05,110.62,117.03,113.05,113.28,114.74,118.09,113.97,110.8,106.41,106.37,109.71,112.85,115.4,118.27,118.75,117.74,120.91,123.16,125.29,126.86,130.42,133.4,131.01,128.24,124.05,125.04,128.32,131.29,135.31,137.02,139.43
152,108.93,111.23,113.99,114.34,113.53,113.36,110.66,108.41,108.21,113.25,110.08,110.36,109.86,105.57,102.24,101.88,98.57,95.6,92.33,97.44,95.41,92.47,90.47,86.74,85.84,83.13,75.68,78.23,77.06,79.56,83.39,84.01,82.38,79.17,75.57,72.41,73,73.94,75.27,70.55,84.16
153,109.22,110.28,108.49,105.31,100.66,100.22,97.01,97.14,100.89,103.41,107.17,111.58,113.79,116.16,117.06,117.99,119.78,117.07,114.5,111.07,114.43,119.74,120.88,124.55,123.67,123.11,123.46,132.08,132.97,129.94,129.83,127.52,127.37,126.7,128.87,127.74,127.1,125.74,122.41,117.86,98.72
154,98.76,95.79,92.85,91.85,90.96,87.84,84.93,80.54,80.08,79.75,81.06,83.21,82.93,87.62,84.4,82.36,83.45,82.24,85.08,86.7,88.22,89.11,89.01,86.71,86.94,88.09,89.5,90.01,89.94,90.39,88.99,83.81,85.56,88.7,88.42,89.66,92.91,91.86,96.24,95.01,98.86
155,90.73,88.18,86.42,82.86,82.74,79.86,76.91,72.85,69.25,70.49,68.73,67.98,67.85,71.66,74.46,76.47,77.77,79.43,85.24,87.84,88.3,88.76,95.02,97.09,101.66,106.35,108.2,109.04,104.32,99.27,101.13,105.57,110.2,108.63,106.37,103.69,103.8,99.72,96.62,92.21,91.91
156,90.02,87.17,86.57,93.34,88.75,85.44,83.39,82.89,84.19,80.53,79.72,83.28,85.22,87.09,90.67,91.86,93.09,96.7,101.23,107.38,111.41,113.11,112.7,107.83,105.31,102.78,99,98.24,95.43,93.15,90.17,87.36,83.5,79.85,76.52,73.59,69.85,69.5,71.4,73.61,98.23
157,92.95,97.09,99.02,102.45,104.22,106.77,108.18,108.29,114,116.99,118,116.85,113.4,112.2,107.87,108.28,108,102.18,99.6,97.41,94.85,93.17,94.2,92.53,93.74,97.09,98.66,101.41,104.62,106.09,106.44,111.88,117.26,122.32,119.57,117.88,115.76,113.7,110.15,107.65,91.18
158,101,101.87,99.09,95.11,92.8,85.86,86.36,85.99,86.74,90.21,91.7,92.33,92.79,92.42,90.55,91.86,90,88.49,93.99,91.17,89.06,84.55,81.95,81.13,81.73,85.66,85.98,89.76,90.29,88.21,86.51,87.2,88.52,85.93,81.59,83.51,85.04,88.66,91.06,94.29,113.04
159,108.16,107.84,104.38,105.09,103.82,102.84,105.02,106.27,109.71,111.77,112.85,114.78,112.77,114.06,116.46,116.78,118.18,118.3,115.59,107.45,107.34,108.1,109.03,106.11,106.15,108.71,112.09,116.42,118.2,121.12,122.85,127.63,128.95,129.71,132.81,128.49,126.05,123.34,125.25,125.82,136.51
160,104.02,103.54,106.28,108.93,112.72,115.97,118.24,119.73,124.43,127.77,130.44,133.24,136.69,138.37,144.58,149.94,146.04,143.1,142.31,145.04,149.48,151.6,153.34,156.84,158.91,163.36,167.34,167.36,168.3,169.49,168.11,168.16,166.17,166.55,163.42,163.65,160.34,157.05,152.15,156.43,177.32
161,104.8,101.86,99.4,99.11,102.6,106.6,106.27,107.87,111.03,113.64,117.31,121.2,123.67,123.65,123.34,123.44,123.84,120.17,119.09,120.76,124.91,127.44,132,135.76,135.24,137.75,135.61,138.2,140.79,140.14,140.24,139.26,139.19,139.3,140.21,139.37,143.15,145.51,148.69,150.03,172.64
162,90.58,89.57,90.52,90.71,91.68,86.77,91.15,94.91,98.65,104.69,101.47,99.15,97.31,94.65,94.17,95.22,98.09,100.7,103.93,107.38,109.69,111.69,114.58,117.29,116.66,117.83,116.93,118.23,117.71,109.8,114.28,119.94,118.14,114.1,113.22,113.3,113.48,116.22,119.54,122.74,138.92
163,104.83,107.36,108.66,111.44,120.19,117.79,115.02,112.7,109.49,109.73,106.66,106.73,107.59,112.32,115.3,117.51,121.29,125.72,121.2,115.54,118.48,120.25,123.21,126.14,125.88,128.67,133.12,134.33,141.93,139.73,136.03,132.52,129.09,125.3,122.65,120.83,117.63,116.47,117.27,117.54,134.24
164,97.64,98.82,102.41,105.34,109.66,114.1,115.11,116.05,116.75,117.58,121.25,121.64,117.86,120.87,120.85,117.06,117.15,123.13,130.3,130.12,131.14,131.12,131.06,125.46,127.68,130.58,133.48,134.14,131.8,122.5,125.16,125.46,128.62,132.15,135.13,138.71,142.78,145.92,150.26,153.21,174.93
165,99.13,101.67,104.45,108.58,110.16,110.35,110.73,111.5,117.07,119.54,121.81,124.98,124.77,127.66,128.85,129,126.06,127.11,126.55,134.18,134.11,138.7,139.62,142.3,146.34,148.23,147.8,148.5,150.38,151.83,147.76,147.79,146.28,146.3,147.99,149.66,149.21,149.42,145.54,147.98,138.71
